0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	-4.03552e-005
38	-7.63836e-005
39	-0.00010676
40	-0.00013228
41	-0.000153714
42	-0.000171715
43	-0.000186829
44	-0.000199519
45	-0.000210171
46	-0.000219113
47	-0.000226617
48	-0.000232917
49	-0.000238207
50	-0.000242654
51	-0.000246399
52	-0.000249563
53	-0.000252252
54	-0.000254556
55	-0.00025656
56	-0.000258339
57	-0.000300321
58	-0.000337894
59	-0.000369806
60	-0.00039693
61	-0.000420121
62	-0.000440128
63	-0.000457612
64	-0.000473167
65	-0.00048734
66	-0.000500652
67	-0.000513614
68	-0.000526746
69	-0.000540597
70	-0.000555769
71	-0.000572935
72	-0.000592873
73	-0.00061649
74	-0.000644864
75	-0.000679282
76	-0.0007212
77	-0.000810978
78	-0.000870568
79	-0.000225349
80	0.0139403
81	0.284709
82	0.298881
83	0.299541
84	0.299504
85	0.299442
86	0.299388
87	0.299343
88	0.299304
89	0.299269
90	0.299237
91	0.299207
92	0.299176
93	0.299144
94	0.299109
95	0.299069
96	0.299023
97	0.298971
98	0.298945
99	0.299619
100	0.313808
101	0.584597
102	0.598787
103	0.599461
104	0.599436
105	0.599384
106	0.59934
107	0.599302
108	0.599269
109	0.599239
110	0.599212
111	0.599185
112	0.599158
113	0.599129
114	0.599096
115	0.599058
116	0.599014
117	0.598963
118	0.598939
119	0.599614
120	0.613805
121	0.884596
122	0.898788
123	0.899464
124	0.899442
125	0.899394
126	0.899354
127	0.899321
128	0.899295
129	0.899274
130	0.899258
131	0.899244
132	0.899234
133	0.899226
134	0.899219
135	0.899214
136	0.89921
137	0.899207
138	0.899204
139	0.899202
140	0.899201
141	0.8992
142	0.899199
143	0.899199
144	0.899198
145	0.899198
146	0.899198
147	0.899198
148	0.899198
149	0.899198
150	0.899198
151	0.899198
152	0.899198
153	0.899198
154	0.899198
