0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	6.78192e-008
17	5.37334e-007
18	1.78381e-006
19	4.15257e-006
20	7.97392e-006
21	1.35807e-005
22	2.13248e-005
23	3.15938e-005
24	4.4827e-005
25	6.15325e-005
26	8.23063e-005
27	0.000107853
28	0.000139009
29	0.000176771
30	0.000222325
31	0.000277089
32	0.00034275
33	0.000421322
34	0.000515205
35	0.00062726
36	0.000760758
37	0.000919092
38	0.00110634
39	0.00132758
40	0.00158899
41	0.00189806
42	0.0022638
43	0.002697
44	0.00321052
45	0.00381973
46	0.00454291
47	0.00540184
48	0.00642245
49	0.00763559
50	0.00907798
51	0.0107933
52	0.0128336
53	0.0152606
54	0.0181482
55	0.0215838
56	0.0256719
57	0.0305373
58	0.0363268
59	0.0431879
60	0.050777
61	0.0574559
62	0.0628755
63	0.0671716
64	0.0704734
65	0.0728813
66	0.0744688
67	0.0752841
68	0.0753522
69	0.0746754
70	0.0732331
71	0.0709818
72	0.067853
73	0.0637519
74	0.0585541
75	0.0521016
76	0.0441985
77	0.0346043
78	0.0230298
79	0.0091811
80	-0.00625791
81	-0.0200186
82	-0.0314144
83	-0.0407334
84	-0.0482559
85	-0.0542105
86	-0.0587783
87	-0.062098
88	-0.0642707
89	-0.0653623
90	-0.0654062
91	-0.0644038
92	-0.0623246
93	-0.0591055
94	-0.0546489
95	-0.0488194
96	-0.0414399
97	-0.0322862
98	-0.0210827
99	-0.00754721
100	0.00762677
101	0.0211623
102	0.0323658
103	0.0415194
104	0.0488984
105	0.0547267
106	0.0591816
107	0.0623984
108	0.0644748
109	0.065474
110	0.0654264
111	0.0643305
112	0.0621532
113	0.0588283
114	0.0542548
115	0.048294
116	0.0407647
117	0.0314385
118	0.0200351
119	0.00626635
120	-0.00918095
121	-0.023038
122	-0.0346207
123	-0.0442226
124	-0.0521324
125	-0.05859
126	-0.0637917
127	-0.0678954
128	-0.0710256
129	-0.0732774
130	-0.0747192
131	-0.0753946
132	-0.0753242
133	-0.0745057
134	-0.0729144
135	-0.0705018
136	-0.0671947
137	-0.0628926
138	-0.0574664
139	-0.0507803
140	-0.0431837
141	-0.0363149
142	-0.0305177
143	-0.0256452
144	-0.0215509
145	-0.0181105
146	-0.0152195
147	-0.0127902
148	-0.0107488
149	-0.00903329
150	-0.00759171
151	-0.00638027
152	-0.00536222
153	-0.00450667
154	-0.00378767
